,LII_Open,LII_High,LII_Low,LII_Close,LII_Adj Close,LII_Volume,LII_Dividend Amount,LII_Split Coefficient
2024-08-13,564.99,574.33,562.34,573.49,572.400687268763,148754,0.0,1.0
2024-08-12,562.31,567.07,554.51,559.2,558.137830338266,125238,0.0,1.0
2024-08-09,557.24,565.93,553.15,562.73,561.661125297304,150120,0.0,1.0
2024-08-08,550.0,560.89,544.96,557.44,556.381173361522,220168,0.0,1.0
2024-08-07,553.51,561.73,542.18,543.25,542.218126486522,253410,0.0,1.0
2024-08-06,536.11,555.01,530.985,544.48,543.445790169133,173020,0.0,1.0
2024-08-05,515.0,540.59,504.405,535.1,534.083606963531,323752,0.0,1.0
2024-08-02,549.11,549.11,528.64,537.96,536.93817455074,274580,0.0,1.0
2024-08-01,584.36,589.4,556.1893,564.86,563.787079479387,274137,0.0,1.0
2024-07-31,586.25,594.65,578.48,583.5,582.391673823996,364707,0.0,1.0
2024-07-30,574.21,578.7,568.44,574.03,572.939661568446,272867,0.0,1.0
2024-07-29,574.73,574.89,562.72,569.6,568.518076109937,211627,0.0,1.0
2024-07-26,555.66,576.99,555.53,572.8,571.711997885835,476932,0.0,1.0
2024-07-25,543.26,554.85,534.92,545.73,544.693415862844,353944,0.0,1.0
2024-07-24,535.01,559.63,532.0,541.15,540.122115321089,818115,0.0,1.0
2024-07-23,558.36,570.8,558.36,569.21,568.128816893499,323161,0.0,1.0
2024-07-22,561.58,565.33,551.47,560.56,559.495247093023,198786,0.0,1.0
2024-07-19,553.59,559.725,547.84,555.76,554.704364429175,344746,0.0,1.0
2024-07-18,551.07,564.455,543.03,550.4,549.354545454545,423507,0.0,1.0
2024-07-17,571.81,575.15,551.45,551.48,550.432494053911,369699,0.0,1.0
2024-07-16,570.14,583.42,566.54,578.3,577.201550938161,264715,0.0,1.0
2024-07-15,562.2,572.49,560.63,564.44,563.3678772463,307039,0.0,1.0
2024-07-12,565.01,572.21,556.49,557.19,556.13164822278,277512,0.0,1.0
2024-07-11,552.66,564.21,550.02,557.51,556.45104040037,325355,0.0,1.0
2024-07-10,538.72,547.51,526.28,544.66,543.625448269028,319151,0.0,1.0
2024-07-09,541.79,544.02,535.25,535.61,534.592638246565,226301,0.0,1.0
2024-07-08,547.98,553.005,542.9,543.18,542.148259447674,173051,0.0,1.0
2024-07-05,547.17,547.345,537.15,544.55,543.515657207981,174757,0.0,1.0
2024-07-03,537.83,547.74,535.37,547.06,546.020889600951,168585,0.0,1.0
2024-07-02,523.78,538.175,523.78,536.0,534.981897463002,285037,0.0,1.0
2024-07-01,538.29,539.955,520.53,523.72,522.725222647992,281997,0.0,1.0
2024-06-28,543.17,553.48,532.83,534.98,533.963834896934,1251960,1.15,1.0
2024-06-27,539.28,543.86,535.145,542.69,540.497330050953,240124,0.0,1.0
2024-06-26,530.08,534.94,527.685,534.27,532.11134999046,212428,0.0,1.0
2024-06-25,548.4,549.07,528.07,536.92,534.750643002373,312473,0.0,1.0
