,IPGP_Open,IPGP_High,IPGP_Low,IPGP_Close,IPGP_Adj Close,IPGP_Volume,IPGP_Dividend Amount,IPGP_Split Coefficient
2024-06-05,85.11,87.25,84.85,86.83,86.83,124572,0.0,1.0
2024-06-04,85.92,87.04,83.865,84.26,84.26,162531,0.0,1.0
2024-06-03,87.26,87.91,86.58,87.1,87.1,168398,0.0,1.0
2024-05-31,85.31,86.89,84.96,86.73,86.73,217464,0.0,1.0
2024-05-30,84.08,85.73,83.5078,85.1,85.1,151090,0.0,1.0
2024-05-29,82.55,84.02,82.55,83.55,83.55,198004,0.0,1.0
2024-05-28,85.73,85.81,83.6,83.74,83.74,366359,0.0,1.0
2024-05-24,86.46,86.6,85.17,85.63,85.63,175932,0.0,1.0
2024-05-23,87.73,88.03,85.68,86.03,86.03,149481,0.0,1.0
2024-05-22,87.55,88.79,87.36,87.82,87.82,184088,0.0,1.0
2024-05-21,88.1,88.56,87.13,87.47,87.47,155388,0.0,1.0
2024-05-20,88.57,89.255,88.47,88.55,88.55,177397,0.0,1.0
2024-05-17,88.35,88.97,87.8541,88.61,88.61,213431,0.0,1.0
2024-05-16,90.0,90.08,88.56,88.6,88.6,192831,0.0,1.0
2024-05-15,90.6,90.6,89.49,90.17,90.17,164255,0.0,1.0
2024-05-14,90.26,90.9617,89.55,89.76,89.76,172375,0.0,1.0
2024-05-13,89.01,90.95,88.6322,89.29,89.29,201396,0.0,1.0
2024-05-10,90.19,90.56,87.041,88.26,88.26,179640,0.0,1.0
2024-05-09,88.86,90.01,88.72,89.86,89.86,163489,0.0,1.0
2024-05-08,88.52,89.35,88.31,89.17,89.17,212944,0.0,1.0
2024-05-07,88.52,89.955,88.52,89.49,89.49,249854,0.0,1.0
2024-05-06,87.15,88.41,87.15,88.37,88.37,167700,0.0,1.0
2024-05-03,87.86,88.91,86.37,86.76,86.76,253550,0.0,1.0
2024-05-02,84.33,86.76,83.68,86.7,86.7,356785,0.0,1.0
2024-05-01,82.78,85.48,82.29,83.55,83.55,322895,0.0,1.0
2024-04-30,81.3,87.525,80.33,83.98,83.98,593956,0.0,1.0
2024-04-29,89.07,89.61,88.29,88.58,88.58,260612,0.0,1.0
2024-04-26,88.24,89.825,87.815,88.4,88.4,251258,0.0,1.0
2024-04-25,87.26,88.75,87.26,88.24,88.24,186285,0.0,1.0
2024-04-24,85.59,88.19,85.59,88.05,88.05,250412,0.0,1.0
2024-04-23,85.0,86.4919,85.0,85.37,85.37,169882,0.0,1.0
2024-04-22,84.85,85.58,84.37,85.1,85.1,157929,0.0,1.0
2024-04-19,83.97,85.19,83.72,84.27,84.27,200796,0.0,1.0
2024-04-18,84.23,85.65,84.23,84.59,84.59,158617,0.0,1.0
2024-04-17,85.47,86.055,84.345,84.37,84.37,175348,0.0,1.0
2024-04-16,84.0,85.77,83.53,84.84,84.84,194141,0.0,1.0
